id,lat,lon,title,comment,art,bytte,dato,aar,kommune,funnsted,datatype,vurdering
K542090,62.70902,9.852898,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-06,2025,Oppdal (N),Grytdalen,Rovviltskade,Antatt sikker
K542127,62.016139,6.994516,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Jerv,Sau,2025-08-07,2025,Stranda (N),Fedalen,Rovviltskade,Dokumentert
K542211,60.13268,11.524012,Sau skadet av ulv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i innmark.,Ulv,Sau,2025-08-06,2025,Nes (N),Skjønnhaug ,Rovviltskade,Dokumentert
K542225,64.049882,12.194165,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-11,2025,Snåase - Snåsa (N),Langfjellet,Rovviltskade,Dokumentert
K542254,69.358167,20.817693,Rein skadet av kongeørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Kongeørn,Rein,2025-08-07,2025,Gáivuotna - Kåfjord - Kaivuono (N),Duolbajavri,Rovviltskade,Antatt sikker
K542314,62.254221,8.996578,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Jerv,Sau,2025-08-11,2025,Lesja (N),saubotn,Rovviltskade,Antatt sikker
K542315,62.251075,8.998577,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Jerv,Sau,2025-08-11,2025,Lesja (N),saubotn ,Rovviltskade,Antatt sikker
K542345,60.395724,8.106842,Sau skadet av kongeørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Kongeørn,Sau,2025-08-09,2025,Hol (N),Aan,Rovviltskade,Dokumentert
K542366,60.149114,11.672085,Geit skadet av ulv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i innmark.,Ulv,Geit,2025-08-17,2025,Sør-Odal (N),Langfoss,Rovviltskade,Dokumentert
K542367,62.063547,7.824687,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Jerv,Sau,2025-08-17,2025,Skjåk (N),tordlen,Rovviltskade,Antatt sikker
K542386,62.892661,8.179218,Sau skadet av gaupe,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Gaupe,Sau,2025-08-17,2025,Tingvoll (N),saglikammen,Rovviltskade,Dokumentert
K542387,62.293641,8.737532,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Jerv,Sau,2025-08-17,2025,Lesja (N),grøven ,Rovviltskade,Dokumentert
K542398,69.044506,17.406839,Sau skadet av kongeørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Kongeørn,Sau,2025-08-08,2025,Dyrøy (N),Bergsheia,Rovviltskade,Antatt sikker
K542440,67.047394,14.373003,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Jerv,Sau,2025-08-14,2025,Gildeskål (N),Høgfjellet,Rovviltskade,Antatt sikker
K542475,62.89542,10.167899,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-21,2025,Midtre Gauldal (N),Wagnildvatnet Soknedal ,Rovviltskade,Dokumentert
K542495,62.912165,10.155273,Sau skadet av bjørn,Ett dyr er  skadd og avlivet. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-22,2025,Midtre Gauldal (N),Åsenhussætra,Rovviltskade,Dokumentert
K542535,62.908594,10.151348,Sau skadet av bjørn,Ett dyr er  skadd og avlivet. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-22,2025,Midtre Gauldal (N),Vindåslia,Rovviltskade,Dokumentert
K542544,64.128477,12.396085,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-22,2025,Snåase - Snåsa (N),Hevdesåsen/Rossa,Rovviltskade,Dokumentert
K542545,64.114887,12.337311,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-22,2025,Snåase - Snåsa (N),Gifstadsetern,Rovviltskade,Antatt sikker
K542582,62.039336,7.10169,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Jerv,Sau,2025-08-24,2025,Stranda (N),Holedalen,Rovviltskade,Dokumentert
K542583,62.001358,6.995503,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Jerv,Sau,2025-08-24,2025,Stranda (N),Fedalen,Rovviltskade,Antatt sikker
K541766,61.295519,10.697454,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Bjørn,Sau,2025-07-24,2025,Øyer (N),Gardfesthaugen,Rovviltskade,Antatt sikker
K541800,65.426243,13.92436,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Bjørn,Sau,2025-07-26,2025,Aarborte - Hattfjelldal (N),Grubblandet,Rovviltskade,Antatt sikker
K541877,64.589314,12.440074,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-07-28,2025,Grong (N),Fiskumdalen,Rovviltskade,Dokumentert
K541947,62.700062,9.812501,Sau skadet av bjørn,Ett dyr er  skadd og avlivet. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-01,2025,Oppdal (N),Grytdalskardet,Rovviltskade,Dokumentert
K541982,62.700482,9.819969,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-02,2025,Oppdal (N),grytdalen,Rovviltskade,Dokumentert
K541983,62.700293,9.821902,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-02,2025,Oppdal (N),grytdalen,Rovviltskade,Dokumentert
K542032,64.597405,12.471382,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Bjørn,Sau,2025-07-31,2025,Grong (N),Fiskumdalen,Rovviltskade,Antatt sikker
K542042,65.441371,13.943234,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-05,2025,Aarborte - Hattfjelldal (N),Kvalpskardaksla,Rovviltskade,Dokumentert
K542048,61.876078,8.099997,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Jerv,Sau,2025-08-05,2025,Skjåk (N),skjellom ,Rovviltskade,Antatt sikker
K541770,62.655356,10.203962,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-07-25,2025,Tynset (N),Storlia,Rovviltskade,Dokumentert
K541906,69.87959,25.258479,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-07-29,2025,Porsanger - Porsá?gu - Porsanki (N),,Rovviltskade,Dokumentert
K541961,61.350316,11.673308,Sau skadet av ulv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i område med rovviltavvisende gjerde.,Ulv,Sau,2025-08-01,2025,Åmot (N),Slemdalen ,Rovviltskade,Dokumentert
K542088,62.706826,9.830709,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er usikker. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-06,2025,Oppdal (N),Grytdalen,Rovviltskade,Usikker
K542093,62.706831,9.827691,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-06,2025,Oppdal (N),Grytdalen,Rovviltskade,Antatt sikker
K542103,64.677116,12.56979,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-06,2025,Grong (N),Ådalen,Rovviltskade,Antatt sikker
K542168,61.867001,8.081416,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Jerv,Sau,2025-08-09,2025,Skjåk (N),skjellom  skjåk,Rovviltskade,Antatt sikker
K542177,62.894535,8.174179,Sau skadet av gaupe,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Gaupe,Sau,2025-08-10,2025,Tingvoll (N),Bugåshammaren,Rovviltskade,Dokumentert
K542178,62.273989,7.761899,Sau skadet av jerv,Ett dyr er  drept. Rapport ikke kontrollert på stedet. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Jerv,Sau,2025-08-10,2025,Rauma (N),Ulvådalen,Rovviltskade,Antatt sikker
K542300,69.819299,21.084498,Sau skadet av gaupe,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Gaupe,Sau,2025-08-13,2025,Nordreisa - Ráisa - Raisi (N),Storvikfjellet,Rovviltskade,Dokumentert
K542365,60.149728,11.673645,Geit skadet av ulv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i innmark.,Ulv,Geit,2025-08-17,2025,Sør-Odal (N),Langfoss,Rovviltskade,Dokumentert
K542379,62.839764,9.828749,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-17,2025,Rennebu (N),Tynna,Rovviltskade,Dokumentert
K542385,62.892056,8.184377,Sau skadet av gaupe,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Gaupe,Sau,2025-08-17,2025,Tingvoll (N),Saglikammen,Rovviltskade,Dokumentert
K542414,61.702106,8.132504,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Jerv,Sau,2025-08-18,2025,Lom (N),Tverråfjellet,Rovviltskade,Dokumentert
K542487,62.912794,10.153177,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-22,2025,Midtre Gauldal (N),Åsenhussætra,Rovviltskade,Dokumentert
K542543,64.111245,12.315517,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-21,2025,Snåase - Snåsa (N),V for Gifstadsetern,Rovviltskade,Dokumentert
K542570,61.813909,7.622379,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Jerv,Sau,2025-08-21,2025,Skjåk (N),sekken,Rovviltskade,Antatt sikker
K542630,67.032485,14.326858,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Jerv,Sau,2025-08-14,2025,Gildeskål (N),ura,Rovviltskade,Dokumentert
K542631,67.040622,14.348435,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Jerv,Sau,2025-08-13,2025,Gildeskål (N),"elva,åsvann",Rovviltskade,Dokumentert
K542685,64.437673,13.526183,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i område med rovviltavvisende gjerde.,Bjørn,Sau,2025-08-26,2025,Lierne (N),Nesset,Rovviltskade,Antatt sikker
K542765,69.090991,18.521437,Sau skadet av gaupe,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Gaupe,Sau,2025-08-30,2025,Målselv (N),Andsfjellet ,Rovviltskade,Antatt sikker
K542811,69.733308,21.855393,Rein skadet av gaupe,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Gaupe,Rein,2025-08-28,2025,Kvænangen (N),navitdalen ,Rovviltskade,Antatt sikker
K542825,68.331509,16.718287,Sau skadet av gaupe,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Gaupe,Sau,2025-08-30,2025,Narvik (N),"Kalvåsen, Ballangen",Rovviltskade,Dokumentert
K542949,60.511251,10.996925,Sau skadet av gaupe,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Gaupe,Sau,2025-09-05,2025,Østre Toten (N),Amunddalsputten,Rovviltskade,Antatt sikker
K542973,61.673063,7.811676,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Jerv,Sau,2025-09-06,2025,Luster (N),Middalen,Rovviltskade,Antatt sikker
K541834,64.6168,12.40822,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-07-27,2025,Høylandet (N),Storlia,Rovviltskade,Dokumentert
K541862,62.254264,10.924738,Sau skadet av ulv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Ulv,Sau,2025-07-28,2025,Tynset (N),,Rovviltskade,Dokumentert
K541955,61.351555,11.675085,Sau skadet av ulv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i område med rovviltavvisende gjerde.,Ulv,Sau,2025-08-01,2025,Åmot (N),Slemdalen ,Rovviltskade,Dokumentert
K541956,61.352277,11.675214,Sau skadet av ulv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i område med rovviltavvisende gjerde.,Ulv,Sau,2025-08-01,2025,Åmot (N),Slemdalen ,Rovviltskade,Dokumentert
K541984,62.699895,9.82064,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-02,2025,Oppdal (N),grytdalen,Rovviltskade,Dokumentert
K542028,62.712094,9.914381,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-04,2025,Rennebu (N),Gisnås,Rovviltskade,Dokumentert
K542035,62.528608,8.904072,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Jerv,Sau,2025-08-02,2025,Sunndal (N),Langtjønna,Rovviltskade,Dokumentert
K542050,62.669128,9.792352,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-05,2025,Oppdal (N),Langsetra,Rovviltskade,Dokumentert
K542111,61.961964,8.45774,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Jerv,Sau,2025-08-07,2025,Skjåk (N),Leirungsvatnet/Horrungen,Rovviltskade,Dokumentert
K542173,62.233787,7.371503,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Jerv,Sau,2025-08-09,2025,Fjord (N),kallskaret,Rovviltskade,Dokumentert
K542214,60.132326,11.5225,Sau skadet av ulv,Ett dyr er  skadd og avlivet. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i innmark.,Ulv,Sau,2025-08-06,2025,Nes (N),Skjønhaugvegen ,Rovviltskade,Dokumentert
K542215,60.132593,11.524111,Sau skadet av ulv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i innmark.,Ulv,Sau,2025-08-06,2025,Nes (N),Skjønnhaug,Rovviltskade,Dokumentert
K542220,60.13194,11.524937,Sau skadet av ulv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i innmark.,Ulv,Sau,2025-08-06,2025,Nes (N),Skjønnhaug ,Rovviltskade,Dokumentert
K542221,60.132924,11.523049,Sau skadet av ulv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i innmark.,Ulv,Sau,2025-08-06,2025,Nes (N),Skjønhaug ,Rovviltskade,Dokumentert
K542293,62.912217,9.338537,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-14,2025,Rindal (N),Rindhatten,Rovviltskade,Dokumentert
K542396,61.677507,7.813711,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Jerv,Sau,2025-08-17,2025,Luster (N),Meddalen,Rovviltskade,Dokumentert
K542397,62.897559,8.176317,Sau skadet av gaupe,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Gaupe,Sau,2025-08-18,2025,Tingvoll (N),Blåhammaren,Rovviltskade,Dokumentert
K542172,62.23951,7.36651,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Jerv,Sau,2025-08-09,2025,Fjord (N),kallskaret,Rovviltskade,Antatt sikker
K542216,60.131753,11.525677,Sau skadet av ulv,Ett dyr er  skadd og avlivet. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i innmark.,Ulv,Sau,2025-08-06,2025,Nes (N),Skjønnhaug ,Rovviltskade,Dokumentert
K542248,60.506449,10.999579,Sau skadet av gaupe,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Gaupe,Sau,2025-08-11,2025,Østre Toten (N),Steinbergsætra,Rovviltskade,Dokumentert
K542257,64.038331,12.273281,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-12,2025,Snåase - Snåsa (N),Grønnlihøtjønnin,Rovviltskade,Dokumentert
K542276,65.48244,13.977083,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-13,2025,Aarborte - Hattfjelldal (N),,Rovviltskade,Dokumentert
K542292,65.483367,13.981496,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-13,2025,Aarborte - Hattfjelldal (N),,Rovviltskade,Dokumentert
K542311,59.409407,8.368662,Sau skadet av gaupe,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Gaupe,Sau,2025-08-11,2025,Kviteseid (N),Toråsen ,Rovviltskade,Dokumentert
K542341,69.652937,22.391794,Rein skadet av kongeørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er usikker. Skaden skjedde i utmark.,Kongeørn,Rein,2025-08-14,2025,Kvænangen (N),Rasselatvarri,Rovviltskade,Usikker
K542359,62.182177,8.969497,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Jerv,Sau,2025-08-14,2025,Lesja (N),hundsjø fjellet,Rovviltskade,Antatt sikker
K542373,61.205107,11.2178,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-16,2025,Stor-Elvdal (N),Hovdlia ,Rovviltskade,Dokumentert
K542393,64.655809,12.328739,Sau skadet av kongeørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Kongeørn,Sau,2025-08-18,2025,Høylandet (N),Flakken,Rovviltskade,Antatt sikker
K542395,61.711492,7.877528,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Jerv,Sau,2025-08-17,2025,Luster (N),Meddalen,Rovviltskade,Dokumentert
K542462,64.10106,12.300381,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er usikker. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-17,2025,Snåase - Snåsa (N),NV for Jørstadsetran ,Rovviltskade,Usikker
K542586,62.008157,6.992612,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Jerv,Sau,2025-08-23,2025,Stranda (N),Fedalen,Rovviltskade,Dokumentert
K542632,67.039289,14.349412,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Jerv,Sau,2025-08-13,2025,Gildeskål (N),"elva,åsvann",Rovviltskade,Dokumentert
K542648,62.865134,10.776553,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-25,2025,Midtre Gauldal (N),Fordalen ,Rovviltskade,Dokumentert
K542686,64.438662,13.53178,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er usikker. Skaden skjedde i område med rovviltavvisende gjerde.,Bjørn,Sau,2025-08-26,2025,Lierne (N),Nesset,Rovviltskade,Usikker
K542842,64.067595,12.394554,Sau skadet av bjørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Bjørn,Sau,2025-08-30,2025,Snåase - Snåsa (N),Krulidalen,Rovviltskade,Antatt sikker
