id,lat,lon,title,comment,art,bytte,dato,aar,kommune,funnsted,datatype,vurdering
K525161,61.914454,8.563149,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Jerv,Sau,2022-10-03,2022,Lom (N),Honnsjoen,Rovviltskade,Dokumentert
K525181,61.1645,10.460839,Sau skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Jerv,Sau,2022-10-06,2022,Lillehammer (N),Balbergvegen,Rovviltskade,Antatt sikker
K525199,68.526226,17.734839,Sau skadet av gaupe,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Gaupe,Sau,2022-08-14,2022,Narvik (N),Fiskelausa øst,Rovviltskade,Dokumentert
K525272,68.421741,17.65017,Rein skadet av gaupe,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Gaupe,Rein,2022-09-23,2022,Narvik (N),Rombakstind,Rovviltskade,Dokumentert
K520972,64.335986,12.59036,Rein skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Jerv,Rein,2022-03-09,2022,Snåase - Snåsa (N),Ryggvoldsetra,Rovviltskade,Antatt sikker
K520992,69.178692,22.137036,Rein skadet av kongeørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Kongeørn,Rein,2022-03-16,2022,Nordreisa - Ráisa - Raisi (N),Skohpicohkka,Rovviltskade,Dokumentert
K521099,70.42543,27.917005,Rein skadet av kongeørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Kongeørn,Rein,2022-03-20,2022,Deatnu - Tana (N),Baktejavri,Rovviltskade,Antatt sikker
K521101,64.25708,11.781888,Rein skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Jerv,Rein,2022-03-20,2022,Steinkjer (N),Spøttjønna,Rovviltskade,Dokumentert
K521114,69.410856,25.498569,Rein skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Jerv,Rein,2022-02-12,2022,Kárášjohka - Karasjok (N),Nallogoatduottar,Rovviltskade,Dokumentert
K521115,69.717831,25.949671,Rein skadet av kongeørn,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Kongeørn,Rein,2022-02-12,2022,Kárášjohka - Karasjok (N),Lallaroavvi,Rovviltskade,Dokumentert
